"Frontside"	"Flipside"	"Category"
hafyon	sagesse	n.
lafyon	sage ([pour une personne])	adj.
hafyonga'	sage (pas pour une personne)	adj.
fkxara	stress ([mental ou émotionnel])	n.
fkxaranga'	stressant	adj.
afpawng	deuil | chagrin	n.
afpawng si	avoir du chagrin	vin.
keyn	poser | déposer	vtr.
palon	brûler	vin.
rem	carburant | combustible	n.
tong	éteindre | étancher	vtr.
reypaytun	rouge | ([rouge sang])	adj.
txeptun	orange | ([rouge feu])	adj.
vultsyìp	bâtcon ([d'un arbre, d'une branche])	n.
'opinvultsyìp	crayon | [abrégé]: pinvul	n.
pinvul	crayon | [forme abrégée de 'opinvultsyìp]	n.
srankehe	plus ou moins | en quelque sorte | oui et non	part., intj.
tì'ongokx	naissance	n.
rìkxi	trembler	vin.
nìrìkxi	en tremblant	adv.
kawkxan	libre | débloqué | débouché	adj.
fnelan	mâle	n.
fnele	femelle	n.
lefnelan	mâle ([qualificatif])	adj.
lefnele	femelle ([qualificatif])	adj.
fwìng	humiliation | embarras | fait de perdre la face	n.
fwìng si	humilier	vin.
fyawìntxuyu	guide ([personne]) | conseiller	n.
han	perdre ([ne pas avoir quelque chose que l'on avait auparavant])	vtr.
tìhan	perte	n.
hipx	contrôler	vtr.
tìhipx	contrôle	n.
snotipx	autodiscipline | autocontrôle | contrôle de soi	n.
kämunge	prendre	vtr.
kawnomum	inconnu / méconnu | ignoré	adj.
le'awtu	seul | tout seul | laissé à lui-même | solitaire | isolé	adj.
lie si	expérience | vécu	vin.
liswa	aliment | alimentation | nourriture	n.
liswa si	nourrir | fournir de la nourriture	vin.
meuia si	honorer	vin.
meyptu	faible | gringalet | ([personne étant faible physiquement ou de caractère])	n.
nafpawng	avec chagrin	adv.
nìt'iluke	pour toujours | à jamais | sans fin | indéfiniment	adv.
nongspe'	poursuivre dans le but de capturer	vtr.
tìsyortsyìp	pause | courte pause | court répit | courte détente	n.
to tìtseri	que ça a l'air | que ce que tu en sais | que tu crois | que tu penses	ph.
tswal	puissance ([physique, psychologique, émotionnelle ou politique])	n.
letswal	puissant | fort	adj.
tswalnga'	puissant	adj.
tswesya	courant ([d'un cours d'eau])	n.
tswesya si	s'écouler ([en parlant d'eau])	vin.
txe'lankong	battement de cœur | battement cardiaque | rythme cardiaque	n.
txurtu	homme fort | femme forte | personne musclée | ([personne au physique ou au caractère fort])	n.
tìtxantslusam	sagesse ([rarement utilisé]) | voir: hafyon	n.
pamrelvul	stylo | crayon | [souvent abrégé]: relvul	n.
relvul	crayon | stylo	n.
pamrelvul lerìn	crayon de plomb	n.
pensìl	crayon | crayon de plomb	n.
'opinsung	colorier | colorer | (lit.: ajouter/mettre de la couleur)	vtr.
uolì’uvi	suffixe	n.
'on si	former | donner forme (à qqch) | ([physiquement ou métaphoriquement])	vin.
kxange	bâiller	vin.
säkxange	bâillement	n.
walew	surmonter | accepter un fait | se réconcilier | se résilier | passer à autre chose	vin.
nìnew	volontairement | de plein gré | de bon gré | par désir	adv.
tawtxew	horizon	n.
frir	couche	n.
lefrir	constitué / fait de couches	adj.
nìfrir	par couches | en couches	adv.
leyr	gelé | congelé	adj.
leyr si	geler | congeler	vin.
lesar si	être utile | être pratique	vin.
leftxozä	De la manière ou faisant partie d'une célébration	adj.
Kelnì	Cologne	prop.n.
Poston	Boston	prop.n.
Nìyu Yorkì	New York	prop.n.
fpxamo	terrible | horrible | affreux | moche	adj.
tìfpxamo	horreur	n.
nìfpxamo	horriblement | terriblement | affreusement	adv.
tsyul	commencer qqch | débuter qqch | amorcer qqch | entamer qqch	vtr.
tìtsyul	début ([neutre quant au temps ou au lieu])	n.
nawang	fusionner | ne faire qu'un avec	vin.
lamaytxa	inondations | puissant captage d'eau	n.
oare	lune	n.
vospxì'aw	janvier	n.
vospxìmun	février	n.
vospxey	mars	n.
vospxìtsìng	avril	n.
vospxìmrr	mai	n.
vospxìpuk	juin	n.
vospxìkin	juillet	n.
vospxìvol	août	n.
vospxìvolaw	septembre	n.
vospxìvomun	octobre	n.
vospxìvopey	novembre	n.
vospxìvosìng	décembre	n.
zìskrrsom	été	n.
zìskrrwew	hiver	n.
paw	grandir | pousser | germiner et se développer (pour une plante)	vin.
tìpaw	croissance | développement	n.
zìskrrmipaw	printemps | (saison des pousses)	n.
tsawn	cueillir de la nourriture de la forêt | (en agriculture) récolter	vtr.
zìskrrtsawn	automne | (saison des récoltes)	n.
'asap	choc soudain	n.
'asap si	être choqué | être surpris	vin.
fe'pey	avoir peur | redouter | craindre | appréhender | s'attendre à ce que quelque chose de mauvais arrive | ([utilisé avec] tsnì)	vin.
ketrìp	malencontreux | peu propice | de mauvaise augure	adj.
txansngum	désespoir | sentiment de grande inquiétude	n.
txansngum si	se sentir désespéré	vin.
tskawr	boîter	vin.
txavä'	dégoûtant	adj.
nìflä	avec succès | avec brio	adv.
txantsawl	géant | immense | énorme	adj.
txasunu	aimer beaucoup | profiter énormément	vin.
zeykoyu	guérisseur | médecin	n.
tìranpam	pas ([son])	n.
ftuopa	par derrière	adp.
fyeng	escarpé | raide | à pic | abrupt	adj.
kavan	supporter ([physiquement])	vtr.
lepxìmrun	commun | fréquemment trouvable	adj.
kelpxìmrun	rare	adj.
zung	s'accroupir | se recroqueviller	vin.
fpivìl	hmm... | laisse-moi réfléchir...	intj.
kom	oser	vim.
mam	emballer | enrouler	vtr.
yomvey	se nourrir de chair | être carnivore	vin.
yomzeswa	paître	vin.
txap	presser | appuyer sur | appliquer une pression sur	vtr.
tìtxap	pression ([physique seulement])	n.
semkä	pont	n.
emkäfya	gué | traverse	n.
fil	jouet pour enfants | joujou	n.
sunkesun	que cela te plaise ou non | que cela vous plaise ou non | que cela plaise ou non	adv.
maitan	mon fils | fiston	ph.
maite	ma fille	ph.
loho	être surpris	vin.
tìloho	surprise	n.
nìloho	étonnamment	adv.
Tsawkenay	Alpha du Centaure B	n.
Tawsnrrtsyìp	Proxima du Centaure | Alpha du Centaure C | ([souvent abrégé en] Snrrtsyìp)	n.
Snrrtsyìp	Proxima du Centaure | Alpha du Centaure C | ([abréviation de] Tawsnrrtsyìp)	n.
kuru	queue neurale	n.
nìtxukx	profondément	adv.
raw	jusqu'à ([en descendant])	adp.
kantseng	destination	n.
la'a	séparation physique | distance entre deux endroits ou deux objets	n.
pela'a	à quelle distance?	inter.
la'ape	à quelle distance?	inter.
pelìmsim	à quelle distance?	inter.
lìmsimpe	à quelle distance?	inter.
keynven	marcher ([en insistant sur le pas]) | faire un pas	vin.
ralke	dépourvu de sens	adj.
tìfkeytongay	réalité	n.
lefkeytongay	réel	adj.
säsrese'a	prédiction	n.
fyìpmaut	arbre à fruit-pieuvre | [octocrus folliculus]	n.
fyìp	vrille | tentacule	n.
koaktutral	chardon de goblin | [cobalus carduus]	n.
lanutral	pissentigre | dandetiger | [candea inflata]	n.
lan	résine	n.
paysyul	lis aquatique | [inrigo lilliam]	n.
rumaut	arbre à fruit boule de canon | [ecdurus putamen pomus]	n.
tsawksyul	lis tournesol | [stella lilliam]	n.
tumpasuk	[pampinus bacca acinum]	n.
fyuatx	anémonoïde	n.
lortsyal	shimmyfly	n.
nalutsa	Nalutsa | ([créature marine pandorienne ressemblant à une baleine])	n.
skuka	Sagittaria | [créature aquatique ressemblant à un céphalopode avec une coquille dure et de longues tentacules]	n.
srakat	dinicthoïde | ([créature aquatique ressemblant à un piranha qui vit dans les lacs et les drainages sombres des basses terres])	n.
tsiki	tique des récifs	n.
teylupil	face de [teylu] | ([insulte])	n.
kalweyaveng	fils de pute | [lit.]: 'enfant d'une araignée venimeuse' | ([insulte])	n.
txanfwìngtu	bâtard | [loser] | raté | ([insulte])	n.
kurkung	trou du cul | connard | ([insulte puissante, vulgaire])	n.
kung	putride | pourri | fétide	adj.
stä'nìpam	enregistrement ([audio])	n.
stä'nìpam si	enregistrer | faire un enregistrement ([audio])	vin.
pxoe	nous trois ([exclusif, excluant toi])	pn.
lìktap	tordu, courbé	adj.
ventil	cheville	n.
hupx	manquer/rater (sa cible), ne pas atteindre sa cible	vtr.
tsawtsray	ville de taille petite ou moyenne	n.
txantsawtsray	grande ville, métropole	n.
Akwey	homme Na'vi	prop.n.
Amhul	femme Na'vi	prop.n.
Anurai	nom de clan Na'vi	prop.n.
Aonung	homme Na'vi du clan Metkayina	prop.n.
Ateyitan	fils d'Ateyo	prop.n.
Ateyo	homme Na'vi	prop.n.
ayRam aLusìng	Montagnes flottantes Montagnes Hallelujah	prop.n.
ayVitrayä Ramunong	puits des Âmes	prop.n.
Änsìt	homme Na'vi	prop.n.
Entu	homme Na'vi	prop.n.
Eytukan	homme leader du clan Omatikaya	prop.n.
Eywa	esprit mondial, équivalant à Gaïa	prop.n.
Eywa'eveng	Pandora	prop.n.
Iknimaya	rite de passage pour un jeune Na'vi	prop.n.
Ìstaw	homme Na'vi	prop.n.
Kamun	homme Na'vi	prop.n.
Kekunan	nom de clan Na'vi	prop.n.
Kelutral	arbre-maison	prop.n.
Li'ona	nom de clan Na'vi	prop.n.
Lo'ak	deuxième fils de Jake et Neytiri	prop.n.
Lo'akur	amulette du Toruk Makto	prop.n.
Metkayina	clan des gens du récif	prop.n.
Mo'ara	vallée sur Pandora (Note: Également le nom de la section Pandora à Disney)	prop.n.
Mo'at	tsahìk du clan Omatikaya	prop.n.
Mo'at'ite	fille de Mo'at	prop.n.
Naranawm	Polyphemus	prop.n.
Nawmtoruktek	Totem du Toruk Makto	prop.n.
Neteyam	fils aîné de Jake et Neytiri	prop.n.
Newey	femme Na'vi	prop.n.
Neytiri	femme Na'vi du clan Omatikaya	prop.n.
Ninat	chanteuse du clan Omatikaya	prop.n.
Omatikaya	clan de la flûte bleue	prop.n.
Otranyu	homme Na'vi	prop.n.
Peyral	femme Na'vi du clan Omatikaya	prop.n.
Pongu Pongu	« groupe groupe » (utilisation irrégulière; nom du bar à Disney's Pandora - The World of Avatar)	prop.n.
Ralu	homme Na'vi	prop.n.
Rini	femme Na'vi	prop.n.
Ronal	femme Na'vi du clan Metkayina	prop.n.
Rongloa	nom de clan Na'vi	prop.n.
Rotxo	homme Na'vi du clan Metkayina	prop.n.
Satu'li	cantine dans la vallée de Mo'ara	prop.n.
Seze	banshee de Neytiri	prop.n.
Silwanin	sœur de Neytiri	prop.n.
Sorewn	femme Na'vi	prop.n.
Swotulu	rivière sacrée	prop.n.
Swotu Wayä	place sacrée de chant (située dans la vallée de Mo'ara)	prop.n.
Tawkami	nom de clan Na'vi	prop.n.
Tipani	nom de clan Na'vi	prop.n.
Tonowari	homme Na'vi du clan Metkayina	prop.n.
Tsahìk	matriarche, grande prêtresse, interprète	prop.n.
Tsenu	femme Na'vi	prop.n.
Tsireya	femme du clan Metkayina	prop.n.
Tskaha	nom de clan Na'vi	prop.n.
Tsu'tey	homme du clan Omatikaya	prop.n.
Tsumongwi	nom d'origine des Omatikayas	prop.n.
Tuke	femme Na'vi	prop.n.
Tuktirey	fille de Jake et Neytiri	prop.n.
Txärpawk	cor fait d'os de Palulukan	prop.n.
Txewì	homme Na'vi	prop.n.
Txilte	femme Na'vi	prop.n.
Uniltaron	chasse de rêves	prop.n.
Utral Aymokriyä	arbre des voix	prop.n.
Va'ru	homme Na'vi	prop.n.
Vitrautral	arbre des âmes	prop.n.
pemsu	quelles deux personnes?	inter.
mesupe	quelles deux personnes?	inter.
pepsu	quelles trois personnes?	inter.
pxesupe	quelles trois personnes?	inter.
paysu	quelles personnes?	inter.
aysupe	quelles personnes?	inter.
pestan	quel homme?	inter.
tutampe	quel homme?	inter.
pemstan	quels deux hommes?	inter.
mestampe	quels deux hommes?	inter.
pepstan	quels trois hommes?	inter.
pxestampe	quels trois hommes?	inter.
paystan	quels hommes?	inter.
aystampe	quels hommes?	inter.
peste	quelle femme?	inter.
tutepe	quelle femme?	inter.
pemste	quelles deux femmes?	inter.
mestepe	quelles deux femmes?	inter.
pepste	quelles trois femmes?	inter.
pxestepe	quelles trois femmes?	inter.
payste	quelles femmes?	inter.
aystepe	quelles femmes?	inter.
yokx	bouclier, protection	n.
smaw	approuver	vtr.
tìsmaw	approbation	n.
natxu	désapprouver	vtr.
tìnatxu	désapprobation	n.
la'um	prétendre (utilisé avec tsnì)	vin.
tìla'um	prétexte	n.
tsaktap	violence	n.
letsaktap	violent	adj.
tsaktap si	être violent, utiliser la violence	vin.
mungwrrtxo	à moins que, sauf si (habituellement utilisé avec le subjonctif <iv>)	conj.
tìvirä	diffusion, propagation, prolifération	n.
wrrkä	sortir (à l'extérieur)	vin.
txung	déranger, perturber, gêner, affecter négativement	vtr.
palang	contacter (au sens social du terme), communiquer avec	vtr.
tìpalang	contact (social)	n.
tstunkem	faveur, acte de bonté (souvent prononcé tsungkem)	n.
tstunkem si	faire une faveur	vin.
tstunkemtsyìp	petite faveur	n.
säfrìp	morsure	n.
tsawng	(se) briser | briser en plusieurs morceaux	vin.
pon	balancer	vtr.
mei	mouillé, trempé	adj.
meitayo	marécages	n.
lipx	dégoutter, tomber goutte à goutte	vin.
fäpyo	toit	n.
sälipx	goutte (d'un liquide)	n.
kxutslu	risque	n.
lekxutslu	risqué	adj.
fura	que | subordonnée à une proposition d'un verbe qui requiert le datif | forme raccourcie de: fì'ur a	sbd.
tsìpxì	(un) quart	n.
mrrpxì	(un) cinquième	n.
pupxì	(un) sixième	n.
kipxì	(un) septième	n.
vopxì	(un) huitième	n.
sänume si	enseigner, instruire, donner des instructions	vin.
vun	fournir	vtr.
lew säpi	se couvrir	vin.
piak säpi	s'ouvrir, ouvrir par soi-même/de soi-même	vin.
tstu säpi	se fermer, fermer par soi-même/de soi-même	vin.
ioi säpi	se décorer, s'orner, se parer (d'un ornement)	vin.
tsawlapx	arbre unidelta, lit. grande racine large	n.
yìmkxa	attrape-banshee, attache-gueule	n.
äzan	force, contrainte	n.
äzan si	forcer, contraindre	vin.
äzanluke	volontairement, sans force ni contrainte	adv.
äzantu	personne dominante; personne autoritaire, despotique, tyrannique, dictatoriale	n.
nìsok	récemment	adv.
kemuia	déshonneur	n.
kemuia si	déshonorer	vin.
tìfnawe'	lâcheté, faiblesse	n.
kemuianga'	déshonorable	adj.
tìkankxan	obstacles aux objectifs de quelqu'un, source de frustration	n.
tìkankxanga'	frustrant	adj.
lekxan	bloqué, obstrué, frustré	adj.
ftanglen	prévenir, empêcher	vtr.
tìftanglen	prévention	n.
pxawtxap	presser, serrer, étreindre	vtr.
plltxepam	phonème	n.
koren ayll	loi, règle sociétale	n.
leykek	imposer, appliquer	vtr.
horenleykekyu	celui qui applique la loi, policier	n.
leykekyu	celui qui applique la loi, policier (forme abrégée de horenleykekyu)	n.
zevakx	cruel (pour décrire une personne)	adj.
tìzevakx	cruauté	n.
tìzevakxnga'	cruel (pas pour des personnes)	adj.
nìzevakx	cruellement	adv.
fmong	voler (qqch ou qqn)	vtr.
tìfmong	vol (d'objet ou de personne0	n.
fmongyu	voleur	n.
