id	navi	ipa	infixes	partOfSpeech	source	stressed	syllables	infixDots	de	en	et	fr	hu	nl	pl	ru	sv
12993	loho	ˈl·o.h·o	l<0><1>oh<2>o	vin.	http://naviteri.org/2019/06/50a-liu-amip-40-new-words%EF%BB%BF/	1	lo-ho	l.oh.o	überrascht sein, überraschend sein	be surprising (experiencer in dative)	üllatav olema 	être surpris	meglepőnek lenni	verrassend zijn (datief voor degene die verrast is)	NULL	NULL	NULL
12994	tìloho	tI.ˈlo.ho	NULL	n.	http://naviteri.org/2019/06/50a-liu-amip-40-new-words%EF%BB%BF/	2	tì-lo-ho	NULL	Überraschung	surprise	üllatus	surprise	meglepetés	verrassing	NULL	NULL	NULL
12995	nìloho	nI.ˈlo.ho	NULL	adv.	http://naviteri.org/2019/06/50a-liu-amip-40-new-words%EF%BB%BF/	2	nì-lo-ho	NULL	überraschend, überraschenderweise	surprisingly	üllatavalt	étonnamment	meglepően	verrassend	NULL	NULL	NULL
12996	Tsawkenay	t͡saw.kɛ.ˈnaj	NULL	n.	http://naviteri.org/2019/06/50a-liu-amip-40-new-words%EF%BB%BF/	3	Tsaw-ke-nay	NULL	Alpha Centauri B	Alpha Centauri B	Alpha Centauri B	Alpha du Centaure B	Alpha Centauri B	Alpha Centauri B	NULL	NULL	NULL
12997	Tawsnrrtsyìp	taw.ˈsnṛ.t͡sjIp̚	NULL	n.	http://naviteri.org/2019/06/50a-liu-amip-40-new-words%EF%BB%BF/	2	Taw-snrr-tsyìp	NULL	Alpha Centauri C aka Proxima Centauri	Alpha Centauri C aka Proxima Centauri	Alpha Centauri C aka Proxima Centauri	Proxima du Centaure | Alpha du Centaure C | ([souvent abrégé en] Snrrtsyìp)	Alpha Centauri C avagy Proxima Centauri	Alpha Centauri C (Proxima Centauri)	NULL	NULL	NULL
12998	Snrrtsyìp	ˈsnṛ.t͡sjIp̚	NULL	n.	http://naviteri.org/2019/06/50a-liu-amip-40-new-words%EF%BB%BF/	1	Snrr-tsyìp	NULL	Alpha Centauri C aka Proxima Centauri (umgangssprachlich)	Alpha Centauri C aka Proxima Centauri (Colloquial)	Alpha Centauri C aka Proxima Centauri (kõnekeelne)	Proxima du Centaure | Alpha du Centaure C | ([abréviation de] Tawsnrrtsyìp)	Alpha Centauri C avagy Proxima Centauri (bizalmas stílusban)	Alpha Centauri C (Proxima Centauri) (spreektaal)	NULL	NULL	NULL
12999	kuru	ˈku.ɾu	NULL	n.	http://naviteri.org/2019/06/50a-liu-amip-40-new-words%EF%BB%BF/	1	ku-ru	NULL	Queue, neuraler Zopf	neural queue	neuraalpats, närvipats	queue neurale	idegköteg a "copfban"	zenuwstaart, zenuwvlecht	NULL	NULL	NULL
13000	nìtxukx	nI.ˈt'uk'	NULL	adv.	http://naviteri.org/2019/06/50a-liu-amip-40-new-words%EF%BB%BF/	2	nì-txukx	NULL	tief, in tiefer Weise (auch metaphorisch)	deeply	sügavalt, süvitsi	profondément	mélyen	diep	NULL	NULL	NULL
13001	raw	ɾaw	NULL	adp.	http://naviteri.org/2019/06/50a-liu-amip-40-new-words%EF%BB%BF/	1	raw	NULL	nach unten, runter (in Richtung)	down to	alla suunas liikuma (laskuma), alanevalt	jusqu'à ([en descendant])	lefelé	naar (naar beneden)	NULL	NULL	NULL
13002	kantseng	ˈkan.t͡sɛŋ	NULL	n.	http://naviteri.org/2019/08/aawa-lifya-si-lifyavi-amip-a-few-new-words-and-expressions/	1	kan-tseng	NULL	Ziel	destination	sihtkoht, lõpp-punkt	destination	célállomás, rendeltetési hely	bestemming	NULL	NULL	NULL
13003	la'a	ˈla.ʔa	NULL	n.	http://naviteri.org/2019/08/aawa-lifya-si-lifyavi-amip-a-few-new-words-and-expressions/	1	la-'a	NULL	physische Trennung, Abstand zwischen zwei Orten oder Personen	physical separation, distance between two places or objects	vahemaa, vahekaugus kahe eri objekti vahel	séparation physique | distance entre deux endroits ou deux objets	két hely vagy tárgy közötti távolság	afstand	NULL	NULL	NULL
13004	pela'a	pɛ.ˈla.ʔa	NULL	inter.	http://naviteri.org/2019/08/aawa-lifya-si-lifyavi-amip-a-few-new-words-and-expressions/	2	pe-la-'a	NULL	wie nah, wie fern, wie weit entfernt	how near, how far, what distance	kui kaugel?	à quelle distance?	milyen közel, milyen távol	hoe ver weg	NULL	NULL	NULL
13005	la'ape	ˈla.ʔa.pɛ	NULL	inter.	http://naviteri.org/2019/08/aawa-lifya-si-lifyavi-amip-a-few-new-words-and-expressions/	1	la-'a-pe	NULL	wie nah, wie weit, wie weit entfernt	how near, how far, what distance	kui kaugel?	à quelle distance?	milyen közel, milyen távol	hoe ver weg	NULL	NULL	NULL
13006	pelìmsim	pɛ.ˈlɪm.sim	NULL	inter.	http://naviteri.org/2019/08/aawa-lifya-si-lifyavi-amip-a-few-new-words-and-expressions/	2	pe-lìm-sim	NULL	wie weit weg, wie nah	how near, how far	kui kaugel?	à quelle distance?	milyen közel, milyen távol	hoe ver weg	NULL	NULL	NULL
13007	lìmsimpe	ˈlɪm.sim.pɛ	NULL	inter.	http://naviteri.org/2019/08/aawa-lifya-si-lifyavi-amip-a-few-new-words-and-expressions/	1	lìm-sim-pe	NULL	wie weit weg, wie nah	how near, how far	kui kaugel?	à quelle distance?	milyen közel, milyen távol	hoe ver weg	NULL	NULL	NULL
13008	keynven	k·ɛjn.ˈvɛn	k<0><1><2>eynven	vin.	http://naviteri.org/2019/08/aawa-lifya-si-lifyavi-amip-a-few-new-words-and-expressions/	2	keyn-ven	k..eynven	treten, auftreten, schreiten, einen Schritt machen	step	samm, ast	marcher ([en insistant sur le pas]) | faire un pas	lépni	stappen	NULL	NULL	NULL
13009	ralke	ˈɾal.kɛ	NULL	adj.	http://naviteri.org/2019/08/aawa-lifya-si-lifyavi-amip-a-few-new-words-and-expressions/	1	ral-ke	NULL	bedeutungslos, sinnlos, ohne Inhalt	meaningless, devoid of content	sisutühi, mõttevaene, mõttetu	dépourvu de sens	értelmetlen	betekenisloos, zonder inhoud	NULL	NULL	NULL
13010	tìfkeytongay	tɪ.fkɛj.to.ˈŋaj	NULL	n.	http://naviteri.org/2019/08/aawa-lifya-si-lifyavi-amip-a-few-new-words-and-expressions/	4	tì-fkey-to-ngay	NULL	Realität	reality	reaalsus	réalité	valóság	realiteit, werkelijkheid	NULL	NULL	NULL
13011	lefkeytongay	lɛ.fkɛj.to.ˈŋaj	NULL	adj.	http://naviteri.org/2019/08/aawa-lifya-si-lifyavi-amip-a-few-new-words-and-expressions/	4	le-fkey-to-ngay	NULL	real, echt	real	päris, tegelik	réel	valós	werkelijk, echt	NULL	NULL	NULL
13012	säsrese'a	sæ.sɾɛ.sɛ.ˈʔa	NULL	n.	http://naviteri.org/2019/08/aawa-lifya-si-lifyavi-amip-a-few-new-words-and-expressions/#comment-30279	4	sä-sre-se-'a	NULL	Vorhersage, Vorraussage	a prediction	ennustus	prédiction	jóslat	verwachting	NULL	NULL	NULL
13013	fyìpmaut	ˈfjɪp.ma.ut̚	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	1	fyìp-ma-ut	NULL	Tintenfischfruchtbaum, octocrus folliculus	squid fruit tree	kombitsviljapuu	arbre à fruit-pieuvre | [octocrus folliculus]	egy gyümölcsfafajta	inktvisvrucht boom	NULL	NULL	NULL
13014	fyìp	fjɪp̚	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	1	fyìp	NULL	Ranke, Tentakel, Fangarm	tendril, tentacle	kombits	vrille | tentacule	csáp	tentakel, rank	NULL	NULL	NULL
13015	koaktutral	ko.ˈak.tut.ɾal	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	2	ko-ak-tut-ral	NULL	Goblindiestel, cobalus carduus	goblin thistle	vanuriohakas 	chardon de goblin | [cobalus carduus]	egy növényfajta	kobold distel	NULL	NULL	NULL
13016	lanutral	ˈla.nut.ɾal	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	1	la-nut-ral	NULL	Wunderkerzentiger, candea inflata	dandetiger	vaiguharjaspuu	pissentigre | dandetiger | [candea inflata]	egy fafajta	tijgertand boom	NULL	NULL	NULL
13017	lan	lan	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	1	lan	NULL	Harz	resin	vaik	résine	gyanta	hars	NULL	NULL	NULL
13018	paysyul	ˈpaj.sjul	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	1	pay-syul	NULL	Wasserlilie, inrigo lilliam, Wasserblume	water lily	vesiliilia 	lis aquatique | [inrigo lilliam]	vízililom	waterlelie	NULL	NULL	NULL
13019	rumaut	ˈɾu.ma.ut̚	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	1	ru-ma-ut	NULL	Kanonenkugelfruchtbaum, ecdurus putamen pomus	cannonball fruit tree	pommviljapuu	arbre à fruit boule de canon | [ecdurus putamen pomus]	ágyúgolyó gyümölcsfa	kogelvrucht boom	NULL	NULL	NULL
13020	tsawksyul	ˈt͡sawk.sjul	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	1	tsawk-syul	NULL	Sonnenlilie, stella lilliam, Sonnenblume	sun lily	päikseroos	lis tournesol | [stella lilliam]	egy lilomfajta	zonnelelie	NULL	NULL	NULL
13021	tumpasuk	ˈtum.pa.suk̚	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	1	tum-pa-suk	NULL	Celiafruchtbaum, pampinus bacca acinum, Rotbeere	celia fruit tree	päiksemarjapuu	[pampinus bacca acinum]	egy fafajta	celiavrucht boom	NULL	NULL	NULL
13022	fyuatx	fju.ˈat'	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	2	fyu-atx	NULL	Anemonoid	anemonoid	anemonoid	anémonoïde	egy gerinctelen vízi állatfaj 	anemonoïde	NULL	NULL	NULL
13023	lortsyal	ˈloɾ.t͡sjal	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	1	lor-tsyal	NULL	Flatterfliege, schöner Flügel	shimmyfly	iluliblikas	shimmyfly	lepkeszerű rovarfajta	flitsvlieg	NULL	NULL	NULL
13024	nalutsa	na.ˈlu.t͡sa	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	2	na-lu-tsa	NULL	walähnliche Wasserkreatur	large armored whalelike sea creature	kilpvaal	Nalutsa | ([créature marine pandorienne ressemblant à une baleine])	bálnaszerű tengeri állatfaj	groot gepantserd walvisachtig zeewezen	NULL	NULL	NULL
13025	skuka	ˈsku.ka	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	1	sku-ka	NULL	Sagittaria, kopffüßerähnliche Wasserkreatur mit einer harten Schale und langen Tentakeln	sagittaria	jalgtigu	Sagittaria | [créature aquatique ressemblant à un céphalopode avec une coquille dure et de longues tentacules]	nyílfű	sagittaria	NULL	NULL	NULL
13026	srakat	ˈsɾa.kat̚	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	1	sra-kat	NULL	dinicthoid, große, piranhaähnliche Wasserkreatur, die in Seen und trüben Flachlandtümpeln wohnt	dinicthoid	klaaskala	dinicthoïde | ([créature aquatique ressemblant à un piranha qui vit dans les lacs et les drainages sombres des basses terres])	piranjaszerű halféle	dinicthoïde	NULL	NULL	NULL
13027	tsiki	ˈt͡si.ki	NULL	n.	http://naviteri.org/2019/07/mipa-ayewll-mipa-ayioang-new-plants-new-animals/ (31 JUL 2019)	1	tsi-ki	NULL	Riffzecke	reef tick	mudapuuk	tique des récifs	vízben élő rovarféle	rifteek	NULL	NULL	NULL
13028	teylupil	ˈtɛj.lu.pil	NULL	n.	http://naviteri.org/2019/09/choice-statements-vs-choice-questions-and-some-insults/ (30 SEP 2019)	1	tey-lu-pil	NULL	Teylu-Gesicht (eine Beleidigung)	teylu-face (vulgar)	teilunägu (ropp)	face de [teylu] | ([insulte])	lárvaarcú (vulgáris)	teylu-gezicht (belediging)	NULL	NULL	NULL
13029	kalweyaveng	kal.ˈwɛj.a.vɛŋ	NULL	n.	http://naviteri.org/2019/09/choice-statements-vs-choice-questions-and-some-insults/ (30 SEP 2019)	2	kal-wey-a-veng	NULL	Hurensohn, 'Kind einer giftigen Spinne' (eine Beleidigung)	son of a bitch (vulgar)	astelämbliku laps (ropp; hoorapoeg)	fils de pute | [lit.]: 'enfant d'une araignée venimeuse' | ([insulte])	kurafi (vulgáris)	hoerenzoon (belediging) let.: 'zoon van een gifspin'	NULL	NULL	NULL
13030	txanfwìngtu	t'an.ˈfwɪŋ.tu	NULL	n.	http://naviteri.org/2019/09/choice-statements-vs-choice-questions-and-some-insults/ (30 SEP 2019)	2	txan-fwìng-tu	NULL	Bastard, Verlierer (eine Beleidigung)	bastard, loser (vulgar)	ebard, värdjas (ropp)	bâtard | [loser] | raté | ([insulte])	fattyú (vulgáris)	bastaard loser (belediging) let.: 'iemand met veel vernedering'	NULL	NULL	NULL
13031	kurkung	ˈkuɾ.kuŋ	NULL	n.	http://naviteri.org/2019/09/choice-statements-vs-choice-questions-and-some-insults/ (30 SEP 2019)	1	kur-kung	NULL	Arschloch (eine sehr starke Beleidigung, vulgär)	asshole (vulgar)	persevest (ropp)	trou du cul | connard | ([insulte puissante, vulgaire])	seggfej (vulgáris)	rotzak (belediging) let.: 'rottende vlecht'	NULL	NULL	NULL
13032	kung	kuŋ	NULL	adj.	http://naviteri.org/2019/09/choice-statements-vs-choice-questions-and-some-insults/ (30 SEP 2019)	1	kung	NULL	verwest, verdorben, verfault	putrid, fetid, rotten	mädane, roiskunud	putride | pourri | fétide	rothadt, büdös, romlott	smerig, stinkend, rottend	NULL	NULL	NULL
13033	stä'nìpam	ˈstæʔ.nɪ.pam	NULL	n.	http://naviteri.org/2019/10/vurway-alor-a-beautiful-narrative-poem-2/	1	stä'-nì-pam	NULL	Aufnahme, Tonaufnahme	recording	salvestis	enregistrement ([audio])	felvétel, felvevés	opname (van geluid)	NULL	NULL	NULL
13034	stä'nìpam si	ˈstæʔ.nɪ.pam s·i	stä'nìpam s<0><1><2>i	vin.	http://naviteri.org/2019/10/vurway-alor-a-beautiful-narrative-poem-2/	1	stä'-nì-pam si	stä'nìpam s..i	aufnehmen, eine Tonaufnahme machen	to record	salvestama, lindistama 	enregistrer | faire un enregistrement ([audio])	felvesz, rögzít (hangot)	opnemen (van geluid)	NULL	NULL	NULL
13035	pxoe	ˈp'o.ɛ	NULL	pn.	Frommer http://wiki.learnnavi.org/index.php?title=Canon#Trials_.26_transitivity	1	pxo-e	NULL	wir drei (exklusiv)	we three, us three (exclusive)	meie kolm (kaasav)	nous trois ([exclusif, excluant toi])	 mi hárman (kizáró)	wij, wij drie (exclusief)	NULL	NULL	NULL
13036	lìktap	ˈlɪk.tap̚	NULL	adj.	http://naviteri.org/2019/12/tengkrr-zisit-leratem-as-the-year-changes (31 Dec 2019)	1	lìk-tap	NULL	schief, krumm, gekrümmt	crooked	kõver	tordu, courbé	görbe	krom, scheef	NULL	NULL	NULL
13037	ventil	ˈvɛn.til	NULL	n.	http://naviteri.org/2019/12/tengkrr-zisit-leratem-as-the-year-changes (31 Dec 2019)	1	ven-til	NULL	Fußgelenk, Fußknöchel	ankle	hüppeliiges	cheville	boka	enkel	NULL	NULL	NULL
13038	hupx	h·up'	h<0><1><2>upx	vtr.	http://naviteri.org/2019/12/tengkrr-zisit-leratem-as-the-year-changes (31 Dec 2019)	1	hupx	h..upx	verfehlen, (ein Ziel) nicht treffen, danebentreffen	miss, not hit a target	möödalask, mitte tabama sihtmärki	manquer/rater (sa cible), ne pas atteindre sa cible	elhibáz, nem talál el	missen, een doel niet raken	NULL	NULL	NULL
13039	tsawtsray	ˈt͡saw.t͡sɾaj	NULL	n.	http://naviteri.org/2019/12/tengkrr-zisit-leratem-as-the-year-changes (31 Dec 2019)	1	tsaw-tsray	NULL	kleine oder mittlere Stadt	small or medium-sized city	väikelinn	ville de taille petite ou moyenne	kis vagy közepes város	stad van kleine of gemiddelde grootte	NULL	NULL	NULL
13040	txantsawtsray	t'an.ˈt͡saw.t͡sɾaj	NULL	n.	http://naviteri.org/2019/12/tengkrr-zisit-leratem-as-the-year-changes (31 Dec 2019)	2	txan-tsaw-tsray	NULL	große Stadt, Metropole	large city, metropolis	suurlinn	grande ville, métropole	nagy város, metropolisz	grote stad, metropolis	NULL	NULL	NULL
13041	Akwey	ak.ˈwɛj	NULL	prop.n.	JC, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	2	Ak-wey	NULL	männlicher Name	male Na'vi	Na'vi mees	homme Na'vi	Na'vi férfi	mannelijke Na'vi	NULL	NULL	NULL
13042	Amhul	am.ˈhul	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	2	Am-hul	NULL	weiblicher Name	female Na'vi	Na'vi naine	femme Na'vi	Na'vi nő	vrouwelijke Na'vi	NULL	NULL	NULL
13043	Anurai	ˈa.nu.ɾa.i	NULL	prop.n.	http://naviteri.org/2017/02/ayioang-amip-si-ayu-alahe-new-animals-and-other-things/ (28 Feb 2018)	1	A-nu-ra-i	NULL	Anurai (Name eines Clans)	Na'vi Clan name	Na'vi klanni nimi	nom de clan Na'vi	Na'vi klán	naam van een Na'vi stam	NULL	NULL	NULL
13044	Aonung	a.o.ˈnuN	NULL	prop.n.	https://www.joblo.com/movie-news/sully-neytiri-s-children-in-avatar-2-are-here-in-new-photo-225 (27 Sep 2017)	3	A-o-nun	NULL	männlicher Name	male Na'vi of the Metkayina Clan	Metkayina hõimu Na'vi mees	homme Na'vi du clan Metkayina	Na'vi férfi a Metkayina klánból	man van de Metkayina Stam	NULL	NULL	NULL
13045	Ateyitan	a.ˈtɛj.i.tan	NULL	prop.n.	NULL	2	A-tey-i-tan	NULL	männlicher Name	son of Ateyo	Ateyo poeg	fils d'Ateyo	Ateyo fia	zoon van Ateyo	NULL	NULL	NULL
13046	Ateyo	a.ˈtɛ.jo	NULL	prop.n.	JC, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	2	A-te-yo	NULL	männlicher Name	male Na'vi	Na'vi mees	homme Na'vi	Na'vi férfi	mannelijke Na'vi	NULL	NULL	NULL
13047	ayRam aLusìng	aj.ˈɾam a.lu.ˈsɪN	NULL	prop.n.	NULL	4	ay-Ram a-Lu-sìn	NULL	Schwebenden Berge, Hallelujahberge	the Floating Mountains	Hõljuvad mäed	Montagnes flottantes Montagnes Hallelujah	the Floating Mountains	de Zwevende Bergen	NULL	NULL	NULL
13048	ayVitrayä Ramunong	aj.vit.ˈɾa.jæ ɾa.ˈmu.noŋ	NULL	prop.n.	NULL	5	ay-Vit-ra-yä Ra-mu-nong	NULL	Quell der Seelen	Well of Souls	Hingede kaev	puits des Âmes	Well of Souls	Zielenput	NULL	NULL	NULL
13049	Änsìt	ˈæn.sɪt̚	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Än-sìt	NULL	männlicher Name	male Na'vi	Na'vi mees	homme Na'vi	Na'vi férfi	mannelijke Na'vi	NULL	NULL	NULL
13050	Entu	ˈɛn.tu	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	En-tu	NULL	männlicher Name	male Na'vi	Na'vi mees	homme Na'vi	Na'vi férfi	mannelijke Na'vi	NULL	NULL	NULL
13051	Eytukan	ˈɛj.tu.kan	NULL	prop.n.	JC, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Ey-tu-kan	NULL	männlicher Name	male leader of the Omatikaya	Omatikaya hõimu juht	homme leader du clan Omatikaya	az Omatikaya klán férfi vezetőjének neve	mannelijke leider van de Omatikaya	NULL	NULL	NULL
13052	Eywa	ˈɛj.wa	NULL	prop.n.	JC, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Ey-wa	NULL	Eywa (die große Mutter, die die Balance des Lebens aufrecht erhält)	world spirit, Gaia	looduse vaim, jumalus	esprit mondial, équivalant à Gaïa	világisten, Gaia	wereldgeest, moeder natuur, Gaia	NULL	NULL	NULL
13053	Eywa'eveng	ˌɛj.wa.ˈʔɛ.vɛŋ	NULL	prop.n.	https://forum.learnnavi.org/news-announcements/a-response-from-paul-frommer!/ (20 Jan 2010)	3	Ey-wa-'e-veng	NULL	Pandora (Mond um Polyphemus; oft verkürzt zu: Eyweveng)	Pandora	Pandora	Pandora	Pandora	Pandora	NULL	NULL	NULL
13054	Iknimaya	ˌik.ni.ˈma.ja	NULL	prop.n.	ASG	3	Ik-ni-ma-ya	NULL	Himmelsleiter, Initiationsritus für junge Na'vi	Stairway to Heaven, the rite of passage for young Na'vi	Trepp Taevasse; riitus	rite de passage pour un jeune Na'vi	lépcső a mennybe, a fiatal Na'vik rituális útja	Trap naar de Hemel (overgangsritueel voor jonge Na'vi)	NULL	NULL	NULL
13055	Ìstaw	ɪ.ˈstaw	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	2	Ì-staw	NULL	männlicher Name	male Na'vi	Na'vi mees	homme Na'vi	Na'vi férfi	mannelijke Na'vi	NULL	NULL	NULL
13056	Kamun	ˈka.mun	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Ka-mun	NULL	männlicher Name	male Na'vi	Na'vi mees	homme Na'vi	Na'vi férfi	mannelijke Na'vi	NULL	NULL	NULL
13057	Kekunan	ˈkɛ.ku.nan	NULL	prop.n.	http://naviteri.org/2017/02/ayioang-amip-si-ayu-alahe-new-animals-and-other-things/ (28 Feb 2018)	1	Ke-ku-nan	NULL	Kekunan (Name eines Clans)	Na'vi Clan name	Na'vi hõimu nimi	nom de clan Na'vi	Na'vi klán	naam van een Na'vi stam	NULL	NULL	NULL
13058	Kelutral	ˈkɛl.ut.ɾal	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Kel-ut-ral	NULL	Heimatbaum	Hometree	Kodupuu	arbre-maison	Othonfa	Huisboom	NULL	NULL	NULL
13059	Li'ona	lɪ.ˈʔo.na	NULL	prop.n.	Avatar Game http://forum.learnnavi.org/language-updates/ltasygt-with-ke-and-nga/msg163181/#msg163181 (29 Mar 2010)	2	Li-'o-na	NULL	Li'ona (Name eines Clans)	Na'vi Clan name	Na'vi hõimu nimi	nom de clan Na'vi	Na'vi klán	naam van een Na'vi stam	NULL	NULL	NULL
13060	Lo'ak	ˈloʔ.ak̚	NULL	prop.n.	https://www.joblo.com/movie-news/sully-neytiri-s-children-in-avatar-2-are-here-in-new-photo-225 (27 Sep 2017)	1	Lo'-ak	NULL	männlicher Name	Jake and Neytiri's second born son	Jake'i ja Neytiri teine poeg	deuxième fils de Jake et Neytiri	Jake és Neytiri másodszülött fia	tweede zoon van Jake en Neytiri	NULL	NULL	NULL
13061	Lo'akur	lo.ʔa.ˈkuɾ	NULL	prop.n.	http://naviteri.org/2017/02/ayioang-amip-si-ayu-alahe-new-animals-and-other-things/ (28 Feb 2017)	3	Lo-'a-kur	NULL	Toruk Makto Amulett (heiliger Gegenstand in der Legende um den ersten Toruk Makto)	Toruk Makto Amulet	Toruk Makto amulett	amulette du Toruk Makto	Toruk Makto Amulett	Toruk Makto Amulet	NULL	NULL	NULL
13062	Metkayina	mɛt.ka.ˈji.na	NULL	prop.n.	https://learnnavi.org/2017/05/09/cliff-curtis-joins-cast-for-avatar-sequels/ (09 May 2017)	3	Met-ka-yi-na	NULL	Riffvolkclan (Clanname)	Reef People Clan	Rannikuala klann	clan des gens du récif	Zátonylakó Klán	Rif-volk Stam	NULL	NULL	NULL
13063	Mo'ara	mo.ˈʔa.ɾa	NULL	prop.n.	http://naviteri.org/2017/06/ayliu-a-ta-eywaeveng-kifkey-uniltirantokxa-words-from-disneys-pandora-the-world-of-avatar/ (30 Jun 2017)	2	Mo-'a-ra	NULL	Versammlungsort (auch: der Name des Disney Themenparks)	a valley on Pandora (Note: Also the name of the Disney Pandora location)	Pandora kanjon 	vallée sur Pandora (Note: Également le nom de la section Pandora à Disney)	Pandorai völgy neve (Megjegyzés: Disney Pandora neve is)	een vallei op Pandora (Ook de naam van Disney's Pandora)	NULL	NULL	NULL
13064	Mo'at	ˈmo.ʔat̚	NULL	prop.n.	JC, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Mo-'at	NULL	weiblicher Name	tsahìk of the Omatikaya	Omatikaya naisšamaan	tsahìk du clan Omatikaya	az Omatikaya klán női vezetőjének neve	tsahìk van de Omatikaya	NULL	NULL	NULL
13065	Mo'at'ite	ˈmo.ʔat.ʔi.tɛ	NULL	prop.n.	NULL	1	Mo-'at-'i-te	NULL	weiblicher Name	daughter of Mo'at	Mo'ati tütar	fille de Mo'at	Mo'at lánya	dochter van Mo'at	NULL	NULL	NULL
13067	Naranawm	naɾ.a.ˈnawm	NULL	prop.n.	http://naviteri.org/2016/06/mrrvola-lifyavi-amip-forty-new-expressions/ (30 Jun 2016)	3	Nar-a-nawm	NULL	Polyphemus	Polyphemus	Polyphemus (planeet)	Polyphemus	Polyphemus	Polyphemus	NULL	NULL	NULL
13068	Nawmtoruktek	nawm.ˈto.ɾuk.tɛk̚	NULL	prop.n.	http://naviteri.org/2017/02/ayioang-amip-si-ayu-alahe-new-animals-and-other-things/ (28 Feb 2017)	2	Nawm-to-ruk-tek	NULL	Toruk Makto Totem (Schädel eines Großen Leonopteryx im Zentrum des Heimatbaums)	Toruk Makto Totem	Toruk makto pealuu	Totem du Toruk Makto	Toruk Makto Totem	Toruk Makto Totem	NULL	NULL	NULL
13069	Neteyam	nɛ.ˈtɛj.am	NULL	prop.n.	https://www.joblo.com/movie-news/sully-neytiri-s-children-in-avatar-2-are-here-in-new-photo-225 (27 Sep 2017)	2	Ne-tey-am	NULL	männlicher Name	Jake and Neytiri's first born son	Jake'i ja Neytiri esimene poeg	fils aîné de Jake et Neytiri	Jake és Neytiri első szülött fia	eerste zoon van Jake en Neytiri	NULL	NULL	NULL
13070	Newey	nɛ.ˈwɛj	NULL	prop.n.	JC, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	2	Ne-wey	NULL	weiblicher Name	female Na'vi	Na'vi naine	femme Na'vi	Na'vi nő	vrouwelijke Na'vi	NULL	NULL	NULL
13071	Neytiri	nɛj.ˈti.ɾi	NULL	prop.n.	JC, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	2	Ney-ti-ri	NULL	weiblicher Name	female Na'vi of the Omatikaya Clan	Omatikaya hõimu Na'vi naine	femme Na'vi du clan Omatikaya	Omatikaya női név	vrouw van de Omatikaya Stam	NULL	NULL	NULL
13072	Ninat	ni.ˈnat̚	NULL	prop.n.	JCA	2	Ni-nat	NULL	weiblicher Name	female singer of the Omatikaya Clan	Omatikaya hõimu naislaulja	chanteuse du clan Omatikaya	Omatikaya női énekes neve	zangeres van de Omatikaya Stam	NULL	NULL	NULL
