id	navi	ipa	infixes	partOfSpeech	localized	source
10100	tì'al	tɪ.ˈ.ʔal	NULL	n.	wastefulness	http://naviteri.org/2014/07/tsawlultxamaw-a-ayliu-post-meetup-words/ (31 Jul 2014)
10104	le'al	lɛ.ˈʔal	NULL	adj.	wasteful	http://naviteri.org/2014/07/tsawlultxamaw-a-ayliu-post-meetup-words/ (31 Jul 2014)
10108	nì'al	nɪ.ˈʔal	NULL	adv.	wastefully	http://naviteri.org/2014/07/tsawlultxamaw-a-ayliu-post-meetup-words/ (31 Jul 2014)
10112	srey	sɾɛj	NULL	n.	version	http://naviteri.org/2014/07/tsawlultxamaw-a-ayliu-post-meetup-words/ (31 Jul 2014)
10116	lupra	ˈlup.ɾa	NULL	n.	style	http://naviteri.org/2014/07/tsawlultxamaw-a-ayliu-post-meetup-words/ (31 Jul 2014)
10120	fyolup	ˈfJo.lup̚	NULL	adj.	exquisite, sublime in style	http://naviteri.org/2014/07/tsawlultxamaw-a-ayliu-post-meetup-words/ (31 Jul 2014)
10124	fe'lup	ˈfɛ.lup̚	NULL	adj.	tacky, in poor taste	http://naviteri.org/2014/07/tsawlultxamaw-a-ayliu-post-meetup-words/ (31 Jul 2014)
10128	snolup	ˈsno.lup̚	NULL	n.	personal style or aesthetic, presence	http://naviteri.org/2014/07/tsawlultxamaw-a-ayliu-post-meetup-words/ (31 Jul 2014)
10132	'ongop	ˈʔo.ŋ·op̚	'ong<0><1><2>op	vtr.	design	http://naviteri.org/2014/07/tsawlultxamaw-a-ayliu-post-meetup-words/ (31 Jul 2014)
10136	'ongopyu	ˈʔo.ŋop.ju	NULL	n.	designer	http://naviteri.org/2014/07/tsawlultxamaw-a-ayliu-post-meetup-words/ (31 Jul 2014)
10140	uniltìrantokxolo'	u.nil.tɪ.ˈɾan.tok'.o.loʔ	NULL	n.	clan, or group of avatars	http://naviteri.org/2014/07/tsawlultxamaw-a-ayliu-post-meetup-words/ (31 Jul 2014)
10144	krrka	ˈkṛ.ka	NULL	adp.	during	http://naviteri.org/2014/08/stxeli-alor-a-beautiful-gift/ (31 Aug 2014)
10148	tìreyn	tɪ.ˈɾɛjn	NULL	n.	train	http://naviteri.org/2014/08/stxeli-alor-a-beautiful-gift/ (31 Aug 2014)
10152	LosÄntsyelesì	lo.ˈsæn.t͡sjɛ.lɛ.sɪ	NULL	prop.n.	Los Angeles	NULL
10156	tson	t͡son	NULL	n.	obligation, duty, imposed requirement	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10160	nìtson	nɪ.ˈt͡son	NULL	adv.	dutifully, as an obligation	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10164	kxìm	k'·ɪm	kx<0><1><2>ìm	vtr.	command, order, assign a task	Taronyu's dictionary 9.75 http://forum.learnnavi.org/language-updates/ftarpa-and-skienpa-added-to-dict/msg570362/#msg570362 (12 Jan 2013)
10168	tsonta	ˈt͡son.ta	NULL	conj.	to (with kxìm)	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10172	tìkxìm	tɪ.ˈk'ɪm	NULL	n.	commanding, ordering, assigning tasks	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10176	tìkxìm si	tɪ.ˈk'ɪm s·i	tìkxìm s<0><1><2>i	vin.	be above someone in a heirarchy, be someone's superior	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10180	kxìmyu	ˈk'ɪm.ju	NULL	n.	commander, one with authority over another	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10184	saylahe	saj.ˈla.hɛ	NULL	adv.	'et cetera'	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10188	fpomron	fpom.ˈɾon	NULL	n.	health or wellbeing (mental)	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10192	lefpomron	lɛ.fpom.ˈɾon	NULL	adj.	healthy (mentally)	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10196	kelfpomron	kɛl.fpom.ˈɾon	NULL	adj.	unhealthy (mentally)	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10200	fpomtokxnga'	fpom.ˈtok'.ŋaʔ	NULL	adj.	healthful (physically)	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10204	kefpomtokxnga'	kɛ.fpom.ˈtok'.ŋaʔ	NULL	adj.	unhealthful (physically)	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10208	fpomronga'	fpom.ˈɾo.ŋaʔ	NULL	adj.	healthful (mentally)	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10212	kefpomronga'	kɛ.fpom.ˈɾo.ŋaʔ	NULL	adj.	unhealthful (mentally)	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10216	srefpìl	sɾɛ.ˈfp·ɪl	srefp<0><1><2>ìl	vtr.	assume	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10220	srefwa	ˈsɾɛ.fwa	NULL	conj.	before	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10224	ken'aw	kɛn.ˈʔaw	NULL	adv.	not only	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10228	släkop	ˈslæ.kop̚	NULL	adv.	but also	http://naviteri.org/2014/10/tson-si-fpomron-obligation-and-mental-health/ (02 Oct 2014)
10232	sngum si	sŋum s·i	sngum s<0><1><2>i	vin.	worry	http://naviteri.org/2014/09/stxeli-alor-the-text/comment-page-1/#comment-10619 (02 Oct 2014)
10236	väpam	ˈvæ.pam	NULL	n.	noise. ugly or unpleasant sound, screech	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10240	hawmpam	ˈhawm.pam	NULL	n.	noise. sound that is excessive, unnecessary, inappropriate, unexpected or startling	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10244	lehawmpam	lɛ.ˈhawm.pam	NULL	adj.	noisy	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10248	nìhawmpam	nɪ.ˈhawm.pam	NULL	adv.	noisily	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10252	miklor	mɪk.ˈloɾ	NULL	adj.	pleasant sounding, beautiful sounding	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10256	mikvä'	mɪk.ˈvæʔ	NULL	adj.	badsounding	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10260	narlor	naɾ.ˈloɾ	NULL	adj.	beautiful visually	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10264	narvä'	naɾ.ˈvæʔ	NULL	adj.	ugly, unsightly	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10268	zawr	zawɾ	NULL	n.	animal call	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10272	tìnew	tɪ.ˈnɛw	NULL	n.	desire	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10276	nopx	n·op'	n<0><1><2>opx	vtr.	put away, store	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10280	tiam	ˈt·i.·am	t<0><1>i<2>am	vtr.	count	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10284	ketsuktiam	kɛ.t͡suk.ˈti.am	NULL	adj.	uncountable, infinite	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10288	txewluke	ˈt'ɛw.lu.kɛ	NULL	adj.	endless, boundless, without limit	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10292	'umtsa	ˈʔum.t͡sa	NULL	n.	medicine	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10296	lang	l·aŋ	l<0><1><2>ang	vtr.	investigate, explore	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10300	tìlang	tɪ.ˈlaŋ	NULL	n.	exploration	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10304	sälang	sæ.ˈlaŋ	NULL	n.	an exploration or investigation	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10308	kxum	k'um	NULL	adj.	viscous, gelatinous, thick	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10312	kxumpay	ˈk'um.paJ	NULL	n.	viscous liquid, gel	http://naviteri.org/2014/11/twenty-before-the-holidays/ (30 November 2014)
10324	sängop	sæ.ˈŋop̚	NULL	n.	creation	http://naviteri.org/2014/12/ayngaru-tsinga-yoratu-may-i-present-the-four-winners/ (31 Dec 2014)
10332	tsyìl	t͡sj·ɪl	tsy<0><1><2>ìl	vtr.	climb, scale (pulling entire body up)	http://naviteri.org/2012/01/more-additions-to-the-lexicon/ (22 Jan 2012)
10336	kxap	k'ap̚	NULL	n.	threat	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10340	kxapnga'	ˈk'ap.ŋaʔ	NULL	adj.	threatening	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10344	nìkxap	nɪ.ˈk'ap̚	NULL	adv.	threateningly	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10348	tìftiatu	tɪ.ftiˈ.a.tu	NULL	n.	researcher	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10352	tìftiatu kifkeyä	tɪ.fti.ˈa.tu ki.ˈfkɛ.jæ	NULL	n.	scientist	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10356	heyr	hɛJɾ	NULL	n.	chest	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10360	tseri	ˈt͡s·ɛ.ɾ·i	ts<0><1>er<2>i	vtr.	note, notice	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10364	kxap si	k'ap s·i	kxap s<0><1><2>i	vin.	threaten	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10368	tìtseri	tɪ.ˈt͡sɛ.ɾi	NULL	n.	awareness, notice	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10372	tìktseri	tɪk.ˈt͡sɛ.ɾi	NULL	n.	unawareness, lack of notice	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10376	yäkx	J·æk'	y<0><1><2>äkx	vtr.	not notice, ignore, snub	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10380	tìyäkx	tɪ.ˈJæk'	NULL	n.	lack of notice, snubbing	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10384	srunga'	ˈsɾu.ŋaʔ	NULL	adj.	helpful	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10388	säyäkx	sæ.ˈJæk'	NULL	n.	snub	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10392	ngip	ŋip̚	NULL	n.	space, open or borderless area	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10396	txepram	t'ɛp.ˈɾam	NULL	n.	volcano	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10400	txekxumpay	t'ɛ.ˈk'um.paJ	NULL	n.	magma, lava	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10404	wrrza'u	wṛ.ˈz·a.ʔu	wrrza'<0><1><2>u	vin.	come out, emerge	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10408	tskxevi	ˈt͡sk'ɛ.vi	NULL	n.	pebble, small stone polished smooth by natural forces	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10412	nìkx	nɪk'	NULL	n.	gravel	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10416	tìralpeng	tɪ.ɾal.ˈpɛŋ	NULL	n.	translation, interpretation	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10420	unil si	ˈu.nil s·i	unil s<0><1><2>i	vin.	dream	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10424	uniltsa	ˈu.nɪl.t͡s·a	unilts<0><1><2>a	vtr.	dream of, dream about	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10428	mauti	ˈma.u.ti	NULL	n.	fruit	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10432	utu	ˈu.tu	NULL	n.	forest canopy	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10436	utumauti	ˈu.tu.ma.u.ti	NULL	n.	banana fruit	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10440	slayk	sl·aJk̚	sl<0><1><2>ayk	vtr.	brush, comb	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10444	tìkelu	tɪ.ˈkɛ.lu	NULL	n.	lack	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10448	tompakel	ˈtom.pa.kɛl	NULL	n.	drought	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10452	syuvekel	ˈsju.vɛ.kɛl	NULL	n.	famine	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10456	zawprrte'	z·aw.ˈpṛ.tɛʔ	zawprrt<0><1><2>e'	vin.	be enjoyable	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10460	nawri	ˈnaw.ɾi	NULL	adj.	talented	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10464	tìnawri	tɪ.ˈnaw.ɾi	NULL	n.	talent	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10468	susyang	su.ˈsjaŋ	NULL	adj.	fragile, delicate	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10472	reym	ɾɛjm	NULL	n.	dry land	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10476	kop	kop̚	NULL	conj.	and also	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10480	tuvom	tu.ˈvom	NULL	adj.	greatest of all, exceedingly great	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10484	yengwal	jɛŋ.ˈwal	NULL	n.	sorrow	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10488	nip	n·ip̚	n<0><1><2>ip	vin.	become stuck, get caught in something	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10492	hän	hæn	NULL	n.	net, web	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10496	'rrko	ˈʔ·ṛ.k·o	'<0><1>rrk<2>o	vin.	roll	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10500	tsngem	t͡sŋɛm	NULL	n.	muscle	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10504	tsawsngem	t͡saw.ˈsŋɛm	NULL	adj.	muscular	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10508	wìngay	w·ɪ.ˈŋaj	wìng<0><1><2>ay	vtr.	prove	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10512	tìwìngay	tɪ.wɪ.ˈŋaj	NULL	n.	proof, proving (abstract)	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10516	säwìngay	sæ.wɪ.ˈŋaj	NULL	n.	proof (particular instance)	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)
10524	tìng zekwä	ˈt·ɪŋ ˈzɛk.wæ	t<0><1><2>ìng zekwä	vin.	touch (intentionally)	27 November 2012 http://naviteri.org/2012/11/renu-ayinanfyaya-the-senses-paradigm/
10528	weptseng	ˈwɛp.t͡sɛŋ	NULL	n.	website	http://naviteri.org/2015/04/some-new-words-for-may-day/comment-page-1/#comment-19872
10532	wep	wɛp̚	NULL	n.	web (as in world wide web, www)	http://naviteri.org/2015/04/some-new-words-for-may-day/comment-page-1/#comment-19872
10536	tseotu	ˈt͡sɛ.o.tu	NULL	n.	artist (generic term) 	http://naviteri.org/2015/05/cirque-du-soleils-toruk-the-first-flight-teaser-video-online/comment-page-1/#comment-19897
10540	tìkeftxo	tɪ.kɛ.ˈft'o	NULL	n.	sadness	http://naviteri.org/2015/06/na-ayskxe-mi-telan-sad-news/ (23 Jun 2015)
10544	tìkeftxonga'	tɪ.kɛ.ˈft'o.ŋaʔ	NULL	adj.	sad	http://naviteri.org/2015/06/na-ayskxe-mi-telan-sad-news/ (23 Jun 2015)
10548	pamtseongopyu	pam.t͡sɛ.o.ˈŋop.ju	NULL	n.	music creator, composer	http://naviteri.org/2015/06/na-ayskxe-mi-telan-sad-news/ (23 Jun 2015)
10552	lereyfya	lɛ.ˈɾɛj.fja	NULL	adj.	cultural	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10556	huru	ˈhu.ɾu	NULL	n.	cooking pot	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10560	sey	sɛj	NULL	n.	cup or bowl minimally modified from naturally occuring resources	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10564	'e'in	ʔɛ.ˈʔin	NULL	n.	pod, gourd	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10568	'e'insey	ʔɛ.ˈʔin.Sɛj	NULL	n.	drinking gourd	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10572	sum	sum	NULL	n.	shell (from the ocean)	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10576	sumsey	ˈsum.sɛj	NULL	n.	drinking vessel made of shell	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10580	swoasey	ˈswo.a.sɛj	NULL	n.	kava bowl (constructed from seed pods, used for drinking intoxicating beverages), handsized	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10584	swoasey ayll	ˈswo.a.sɛj a.ˈjḷ	NULL	n.	large social kava bowl	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10588	tsyey	t͡sjɛj	NULL	n.	snack, light meal	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10592	tsyeytsyìp	ˈt͡sjɛj.t͡sjɪp̚	NULL	n.	tiny bite	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10596	nik	nik̚	NULL	adj.	convenient, usable without much expenditure of effort	http://naviteri.org/2015/03/kap-si-ayunil-saylahe-threats-dreams-and-other-things/ (31 Mar 2015)
10600	niktsyey	ˈnik.t͡sjɛj	NULL	n.	food wrap (food items wrapped in edible leaves or vines)	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10604	merki	ˈmɛɾ.ki	NULL	n.	ground rack (for smoking meats)	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10608	ikut	ˈi.kut̚	NULL	n.	large pestle (grinding tool); mealmashing pole	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10612	sämunge	sæ.ˈmu.ŋɛ	NULL	n.	transportation tool or device	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10616	syusmung	ˈsju.smuŋ	NULL	n.	food tray	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10620	paysmung	ˈpaJ.smuŋ	NULL	n.	water carrier	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10624	prrsmung	ˈpṛ.smuŋ	NULL	n.	baby carrier	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10628	nivi	ˈni.vi	NULL	n.	sleeping hammock (general term)	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10632	swaynivi	ˈswaj.ni.vi	NULL	n.	family hammock	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10636	snonivi	ˈsno.ni.vi	NULL	n.	singleperson hammock	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10640	sänrr	sæ.ˈnṛ	NULL	n.	glow, an instance of glowing; light source, lamp	http://naviteri.org/2012/07/fivospxiya-aylifyavi-amip-this-months-new-expressions-pt-2/ (19 Jul 2012)  http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10644	tsmi	t͡smi	NULL	n.	nectar	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10648	tsmisnrr	ˈt͡smi.snṛ	NULL	n.	bladder lantern, nectar lantern	http://naviteri.org/2015/07/aylifyavi-lereyfya-1-cultural-terms-1/ (31 Jul 2015)
10652	seyn	sɛjn	NULL	n.	chair, stool, bench; any tool or device to facilitate sitting	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10656	hoan	ˈho.an	NULL	n.	comfort	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10660	lehoan	lɛ.ˈho.an	NULL	adj.	comfortable	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10664	nìhoan	nɪ.ˈho.an	NULL	adv.	comfortably	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10668	kelhoan	kɛl.ˈho.an	NULL	adj.	uncomfortable	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10672	fyan	fjan	NULL	n.	constructed device for keeping something off the ground and clean	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10676	fyanyo	ˈfjan.jo	NULL	n.	table, elevated utilitarian surface	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10680	yomyo	ˈjom.jo	NULL	n.	plate, (for food)	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10684	yomyo lerìk	ˈjom.jo lɛ.ˈɾɪk̚	NULL	n.	leaf plate	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10688	fyanyì	ˈfjan.jɪ	NULL	n.	shelf	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10692	kurfyan	ˈkuɾ.fjan	NULL	n.	hamper or suspended rack	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10696	snokfyan	ˈsnok.fjan	NULL	n.	personal belongings rack	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10700	kurfyavi	ˈkuɾ.fja.vi	NULL	n.	hook (for hanging or suspending an item)	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10704	seyto	s·ɛj.ˈt·o	s<0><1>eyt<2>o	vtr.	butcher (in the sense of separating or processing the carcass of a dead animal)	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10708	säseyto	sæ.sɛj.ˈto	NULL	n.	butchering tool	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10712	yaney	ja.ˈnɛj	NULL	n.	canoe	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10716	spulyaney	spul.ja.ˈnɛj	NULL	n.	canoe paddle	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10720	lal	lal	NULL	adj.	old (opposite of mip)	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10724	txanlal	ˈt'an.lal	NULL	adj.	ancient, very old	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10728	tsankum	ˈt͡san.kum	NULL	n.	advantage, benefit, upside, gain	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10732	tsankumnga'	ˈt͡san.kum.ŋaʔ	NULL	adj.	advantageous	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10736	fekumnga'	ˈfɛ.kum.ŋaʔ	NULL	adj.	disadvantageous	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10740	tìmungwrr	tɪ.muŋ.ˈwṛ	NULL	n.	exception	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10744	tìmungwrr si	tɪ.muŋ.ˈwṛ s·i	tìmungwrr s<0><1><2>i	vin.	make an exception	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10746	tarpongu	ˈtaɾ.po.ŋu	NULL	n.	hunting party	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10748	nawfwe	naw.ˈfwɛ	NULL	adj.	fluent (for speech)	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
10752	fekum	ˈfɛ.kum	NULL	n.	disadvantage, drawback, downside	http://naviteri.org/2015/08/aylifyavi-lereyfya-2-cultural-terms-2-and-more/ (30 Aug 2015)
