"Frontside"	"Flipside"	"Category"
tsongropx	Loch, Aushöhlung mit einem Boden (sichtbar oder angenommen)	n.
tsrul	Nest, Nistplatz, Bau, Lager (Lagerstätte für Pandoras Fauna)	n.
yayotsrul	Vogelnest	n.
lini	Junges (von Säugetieren, Vögeln, Fischen, Insekten), Jungtier	n.
tarnioang	Raubtier, Jäger	n.
rong	Tunnel	n.
swek	Stange, Stab, Pfosten, Pfahl	n.
mektseng	Lücke, Spalt	n.
tsenga	wo; Ort, wo	conj.
fta	Knoten	n.
fta si	knoten, knüpfen, einen Knoten machen	vin.
fwi	schlittern, rutschen	vin.
oìsss si	fauchen	vin.
il	biegen, beugen, neigen	vin.
kxakx	zerbrechen, kaputt gehen	vin.
ftumfa	heraus, von innen nach außen	adp.
sä'eoio	Zeremonie, Ritual, Brauch	n.
sä'eoio si	einer Zeremonie beiwohnen, ein Ritual begehen	vin.
kur	hängen, aufhängen, anhängen	vin.
nìtkan	absichtlich, gezielt, mit Absicht	adv.
nìtkanluke	versehentlich, unbeabsichtigt, unabsichtlich	adv.
nui	fehlschlagen, scheitern, Misserfolg haben, fehlgehen, nicht das gewünschte Ergebnis erlangen	vin.
nìnu	fehlgeschlagen, nutzlos, nicht das gewünschte Ergebnis erlangend	adv.
tìnui	Fehlschlagen, Versagen, Scheitern (abstrakter Sinn)	n.
sänui	Fehlschlag, Misserfolg, Versagen	n.
fngä'	sich erleichtern, austreten, Notdurft verrichten; (auf der Erde:) auf die Toilette gehen	vin.
zun	wenn (für irreale Bedingungssätze)	conj.
zel	dann (für irreale Folgesätze)	adv.
'ekxinumpe	wie eng, locker?	inter.
okup	Milch	n.
loi	Ei	n.
tsyeym	Schatz, Kostbarkeit, etwas seltenes von Bedeutung und großem Wert	n.
wokau	Pendeltrommel	n.
srä	Stoff; an einem Webstuhl hergestelltes Stück Stoff	n.
srok	Perle (dekorativ)	n.
pxayopin	bunt, farbenfroh	adj.
tsyoklìt	Schokolade	n.
paynäpll	Ananas	n.
pamrelsiyu	Schreiber, Autor	n.
rel arusikx	Film, Video, Spielfilm	n.
lì'upuk	Wörterbuch	n.
lì'upuk	Wörterbuch	n.
nìkemweypey	in ungeduldiger Weise	adv.
kelemweypey	ungeduldig	adj.
'on	Form	n.
salewfya	Richtung, Kurs	n.
koum	abgerunded, gekrümmt	adj.
ko'on	Kreis, Oval, Kreisring, geschlossene beinah kreisrunde Form	n.
yo'ko	Kreis, perfekte Kreisform	n.
renulke	irregulär, willkürlich	adj.
vawt	fest, massiv, nicht hohl	adj.
momek	hohl, nicht fest	adj.
yeyfya	gerade Linie	n.
yak	Gabelung, Abzweigung, Verzweigung; Punkt, von dem aus etwas auseinander geht	n.
yak si	abbiegen, auseinandergehen, Richtung ändern, sich verirren, verlaufen, vom Weg abkommen	vin.
nìyeyfya	geradeaus, in gerader Linie	adv.
nìftär	nach links, zur Linken, linker Hand	adv.
nìskien	nach rechts, zur Rechten, rechter Hand	adv.
'oratsyìp	Teich, Tümpel, Weiher	n.
nìyawr	korrekt, richtig; in korrekter, richtiger Weise	adv.
tìsteftxaw	Untersuchung, Überprüfung	n.
yoa	im Austausch für	adp.
txolar	Dollar (Währung)	n.
ewro	Euro (Währung)	n.
lawnol	große Freude	n.
ley	kostbar sein, einen positiven Wert haben, etwas wert sein, wertschätzen	vin.
säfmi	Versuch, Bemühung, Bestreben	n.
nìfkeytongay	tatsächlich, in der Tat, in Wahrheit	adv.
mowar	Rat, Ratschlag	n.
mowar si	beraten, Ratschlag geben	vin.
mowarsiyu	Berater, Ratgeber	n.
kakpam	taub	adj.
tìkakpam	Taubheit	n.
pxek	treten, schubsen	vtr.
kolan	ich meine, eher (Selbstverbesserung)	intj.
hena	tragen	vtr.
sähena	Behälter, Gefäß, Behältnis	n.
paysena	Wasserbehälter	n.
tutsena	Trage, Liege	n.
tstalsena	Messerscheide	n.
swizawsena	Köcher (am Ikransattel befestigt)	n.
tìkakrel	Blindheit	n.
ngoa	Schlamm, Schlick, Matsch	n.
mawfwa	nach(dem)	conj.
neni	Sand	n.
fwep	Staub (auf einer Oberfläche)	n.
fwopx	Staub (in der Luft), Staubwolke	n.
nìyey	direkt, sofort, unmittelbar, geradenwegs, ohne Unweg/Umschweife, auf direkte Weise; einfach	adv.
'al	verschwenden, vergeuden, (unnütz) verbrauchen	vtr.
tì'al	Verschwendung	n.
le'al	verschwenderisch	adj.
nì'al	verschwenderisch, in verschwenderischer Weise	adv.
srey	Version, Fassung, Variante	n.
lupra	Stil, Stilrichtung, Duktus	n.
fyolup	exquisit, auserlesen, vorzüglich, großartig im Stil	adj.
fe'lup	geschmacklos, kitschig, billig, schlechter Stil/Geschmack	adj.
snolup	persönlicher Stil oder Ästhetik, Präsenz, Ausstrahlung	n.
'ongop	entwerfen, entwickeln, gestalten (von größeren, groberen Aspekten)	vtr.
'ongopyu	Designer	n.
uniltìrantokxolo'	Clan oder Gruppe von Avatars	n.
krrka	während	adp.
tìreyn	Zug, Eisenbahn, Bahn	n.
LosÄntsyelesì	Los Angeles	pn.
tson	Verpflichtung, Pflicht, auferlegte Anforderung	n.
nìtson	in pflichtbewusster Weise, als eine Verpflichtung	adv.
kxìm	befehlen, anordnen, verlangen, anweisen, auftragen, eine Aufgabe zuweisen	vtr.
tsonta	(etwas) zu machen (mit kxìm)	conj.
tìkxìm	Befehlen, Befehligen, Auftragserteilung	n.
tìkxìm si	in der Rangfolge über jemandem sein, jemandes Vorgesetzter sein	vin.
kxìmyu	Befehlshaber, Vorgesetzter, Kommandant	n.
saylahe	et cetera	adv.
fpomron	(mentalle) Gesundheit oder Wohlsein	n.
lefpomron	(mental) gesund	adj.
kelfpomron	(mental) ungesund	adj.
fpomtokxnga'	(physisch) heilsam	adj.
kefpomtokxnga'	(physisch) unheilsam	adj.
fpomronga'	(mental) heilsam	adj.
kefpomronga'	(mental) unheilsam	adj.
srefpìl	annehmen	vtr.
srefwa	vor, bevor	conj.
ken'aw	nicht nur	adv.
släkop	sondern auch	adv.
sngum si	sorgen, sich sorgen, beunruhigt sein	vin.
väpam	Lärm, schlimmes oder unangenehmes Geräusch, Kreischen	n.
hawmpam	Lärm, Geräusch, das zu stark, unnötig, unangebracht, unerwartet oder überraschend ist	n.
lehawmpam	laut, geräuschvoll, mit viel Lärm	adj.
nìhawmpam	lärmend, mit viel Lärm, in lärmender/lauter Weise	adv.
miklor	gutklingend, schönklingend	adj.
mikvä'	schlechtklingend	adj.
narlor	schönaussehend, visuell angenehm aussehend	adj.
narvä'	hässlich, unansehnlich	adj.
zawr	Tierruf, ein Tierschrei, der Ruf eines Tieres	n.
tìnew	Wunsch, Sehnsucht, Begierde, Verlangen	n.
nopx	wegtun, wegstecken, bei Seite legen, verstauen, ablegen	vtr.
tiam	zählen	vtr.
ketsuktiam	unzählbar, unendlich, endlos	adj.
txewluke	unendlich, grenzenlos, unbegrenzt	adj.
'umtsa	Medizin, Mittel	n.
lang	untersuchen, erforschen, forschen, erkunden, auskundschaften“	vtr.
tìlang	Erforschung, Entdeckungsfahrt	n.
sälang	eine Expedition oder Untersuchung	n.
kxum	dickflüssig, zähflüssig, gallertartig, gelartig, dick	adj.
kxumpay	dicke Flüssigkeit, zähflüssige Flüssigkeit, Gel	n.
sängop	Kreation, 	n.
tsyìl	erklimmen, klettern (mit Einsatz des ganzen Körpers)	vtr.
kxap	Bedrohung, Drohung	n.
kxapnga'	bedrohlich, drohend	adj.
nìkxap	bedrohlich, auf bedrohliche Weise	adv.
tìftiatu	Forscher	n.
tìftiatu kifkeyä	Wissenschaftler	n.
heyr	Brustkorb, Brust, Torso	n.
tseri	bemerken, auffallen	vtr.
kxap si	bedrohen, drohen	vin.
tìtseri	Wahrnehmen, Wahrnehmung, Beachtung, Beobachtung, Kenntnisnahme	n.
tìktseri	Nichtwahrnehmung, Nichtbeachtung, keine zur Kenntnisnahme	n.
yäkx	nicht beachten; ignorieren, jdn verächtlich abweisen, jdn. verächtlich/von oben herab behandeln	vtr.
tìyäkx	fehlende Beachtung, Ignorieren	n.
srunga'	hilfreich	adj.
säyäkx	Abweisung, Ignorieren	n.
ngip	Raum, Platz, offener oder grenzenloser Bereich	n.
txepram	Vulkan	n.
txekxumpay	Magma, Lava	n.
wrrza'u	herauskommen, hervortreten	vin.
tskxevi	Kieselstein, kleiner, von natürlichen Kräften geglätteter Stein	n.
nìkx	Schotter, Kies	n.
tìralpeng	Übersetzung, Interpretation	n.
unil si	träumen	vin.
uniltsa	etwas träumen, über/von etwas träumen, träumen (dass)	vtr.
mauti	Frucht	n.
utu	Blätterdach	n.
utumauti	Bananenfrucht	n.
slayk	kämmen, bürsten	vtr.
tìkelu	Mangel, Knappheit	n.
tompakel	Dürre, Trockenheit, Trockenperiode	n.
syuvekel	Hungersnot	n.
zawprrte'	angenehm sein, erfreulich sein, genießen, erfreuen an, Vergnügen finden an, Gefallen finden an	vin.
nawri	talentiert	adj.
tìnawri	Talent	n.
susyang	zerbrechlich, fragil, empfindlich	adj.
reym	Festland, trockenes Land (im Gegensatz zu Land mit Seen, Flüssen etc.)	n.
kop	sowohl ... als auch	conj.
tuvom	allergrößte, außerordentlich, äußerst	adj.
yengwal	Kummer, Leid, Trauer, Gram	n.
nip	feststecken, in etwas festhängen	vin.
hän	Netz (natürlich oder künstlich), Internet	n.
'rrko	rollen	vin.
tsngem	Muskel	n.
tsawsngem	muskulös	adj.
wìngay	beweisen	vtr.
tìwìngay	Beweisen, Beweisführung	n.
säwìngay	Beweis	n.
tìng zekwä	anfassen (gewollt)	vin.
weptseng	Webseite	n.
wep	das Web (d.h. world wide web)	n.
tseotu	Künstler (allgemeiner Begriff)	n.
tìkeftxo	Traurigkeit, Trauer	n.
tìkeftxonga'	traurig	adj.
pamtseongopyu	Musikmacher, Komponist	n.
lereyfya	kulturell	adj.
huru	Kochgefäß, Kochtopf	n.
sey	Becher, Schale, geringfügig aus natürlich vorkommenden Ressourcen geändert	n.
'e'in	Flaschenkürbis	n.
'e'insey	Kürbisflasche, Trinkbehälter	n.
sum	Muschel, Meeresmuschel	n.
sumsey	Trinkgefäß (aus Meeresmuscheln hergestellt)	n.
swoasey	(handgroße) KavaSchale (aus Samenhülsen hergestellt, genutzt, um berauschende Getränke zu trinken)	n.
swoasey ayll	große, kommunale KavaSchale	n.
tsyey	Snack, leichte Mahlzeit, Imbiss	n.
tsyeytsyìp	winziger Bissen, kleiner Happen	n.
nik	praktisch, geeignet, bequem, vorteilhaft; brauchbar, ohne viel Aufwand oder Anstrengung	adj.
niktsyey	Essenstasche, Wrap; Essen, das in essbare Blätter und Reben verpackt wurde	n.
merki	Erdgestell, Bodenrost (um Fleisch zu räuchern)	n.
ikut	großer Mörser, Stößel (Mahl und Reibewerkzeug)	n.
sämunge	Transportwerkzeug, Transportgerät	n.
syusmung	Ablage, Servierbrett, Tablett	n.
paysmung	Wasserbehälter, Wassertrage	n.
prrsmung	Babytrage, Babytragefell	n.
nivi	Hängematte zum Schlafen (allg. Begriff)	n.
swaynivi	Familienhängematte (zum Schlafen)	n.
snonivi	Hängematte für Einzelpersonen	n.
sänrr	Glühen, Leuchten, Glimmen; Lichtquelle, Lampe	n.
tsmi	Nektar	n.
tsmisnrr	Blasenlaterne, Nektarlaterne	n.
seyn	Stuhl, Sitz, Bank; jedes Hilfsmittel oder Vorrichtung, die Sitzen ermöglicht	n.
hoan	Gemütlichkeit, Komfort	n.
lehoan	gemütlich, heimisch	adj.
nìhoan	gemütlich, auf gemütliche Weise	adv.
kelhoan	ungemütlich	adj.
fyan	konstruiertes Gerät, um etwas vom Boden und sauber zu halten	n.
fyanyo	Tisch, erhöhte, zweckmäßige Oberfläche	n.
yomyo	Teller, Platte (für Essen)	n.
yomyo lerìk	Blattteller	n.
fyanyì	Ablage, Regal, Bord	n.
kurfyan	Korb, Tragekorb, hängende Ablage	n.
snokfyan	Ablage für persönliche Gegenstände	n.
kurfyavi	Haken (um etwas aufzuhängen)	n.
seyto	schlachten, (ein Tier) ausnehmen	vtr.
säseyto	Schlachtwerkzeug, Schlatermesser	n.
yaney	Kanu	n.
spulyaney	Kanupaddel	n.
lal	alt (Gegenteil von mip)	adj.
txanlal	uralt, sehr alt	adj.
tsankum	Vorteil, Nutzen, Gewinn	n.
tsankumnga'	vorteilhaft, von Vorteil	adj.
fekumnga'	unvorteilhaft, ungünstig, nicht von Vorteil	adj.
tìmungwrr	Ausnahme	n.
tìmungwrr si	eine Ausnahme machen	vin.
nawfwe	fließend (für das Sprechen)	adj.
fekum	Nachteil, Hindernis, Kehrseite, Schattenseite	n.
plltxeyu	Sprecher, Sprecherin	n.
pxawngip	Umwelt, Umgebung, Umfeld	n.
palulukantsyìp	Katze (Erdentier) wörtl. kleiner Thanator	n.
zum	Objekt, Ding, Sache (physisch und greifbar)	n.
hìpey	zögern, für kurze Zeit zurückhalten	vin.
tìhìpey	Zögern, Verzögerung	n.
snäm	verrotten, verwesen, (über einen Zeitraum) abbauen	vin.
kllrikx	Erdbeben	n.
sälatem	(ein Fall von) Veränderung, Änderung, Bearbeitung, Modifikation	n.
tìlatem	Veränderung (abstrakt)	n.
txatx	Blase, Bläschen	n.
lehìpey	zögerlich, im Zustand des Zögerns sein	adj.
nìhìpey	zögerlich, in zögernder Weise	adv.
ronguway	heulen	vin.
ronguwayyu	Heuler, ein Heulender	n.
ler	stetig, ruhig, sachte, gleichmäßig (für Bewegung)	adj.
nìler	in stetiger, ruhiger, gleichmäßiger Weise 	adv.
lo'a	Totem	n.
'ewrang	Webstuhl	n.
sa'ewrang	Mutterwebstuhl, Riesenwebstuhl	n.
tiretu	Schamane	n.
pasuk	Beere	n.
vozampasukut	Grinchbaum, Tausendbeerenbaum	n.
paskalin	süße Beere (Kosename, Kosewort)	n.
fngä'tseng	Toilette (auf der Erde), Toilettenbereich	n.
mo a fngä'	Toilette (auf der Erde)	n.
sa	sich einer Herausforderung stellen, einer Herausforderung gewachsen sein	vin.
tanleng	Rinde, Borke (eines Baumes)	n.
syokup	Gewicht (physisch)	n.
kewan	Alter (einer Person)	n.
tìnvi	Aufgabe, Auftrag, Schritt (in einer Anleitung)	n.
tìnvi si	eine Aufgabe, einen Auftrag ausführen	vin.
txanwetseng	Heimat, persönlich wichtiger oder geliebter Ort	n.
penghrr	warnen	vin.
säpenghrr	Warnung	n.
tì'ul	Erhöung, Anstieg	n.
eyawrfya	richtiger Weg (etwas zu tun), korrekte Weise	n.
stiwi	Unfug, Unheil, Schaden, Unsinn	n.
stiwi si	unartig, ungezogen, frech sein; Unfug treiben, Unheil anrichten	vin.
stiwinga'	frech, schelmisch, spitzbübisch	adj.
stiwisiyu	Unheilstifter, Tunichtgut, Störenfried	n.
rawng	Eingang, Zugang, Öffnung (durch die man eintreten kann)	n.
syewe	Fett (Substanz im Fleisch)	n.
syewenga'	fettig	adj.
laro si	säubern, von Schmutz befreien	vin.
slukx	Horn (eines Tieres)	n.
tsin	Nagel, Klaue	n.
ue'	sich übergeben, (etwas) erbrechen	vtr., vin.
nantangtsyìp	Hund (Erdentier); wörtl. kleiner Vipernwolf	n.
hiup	spucken, (etwas) ausspucken	vin., vtr.
